,adm1_area,cartodb_id,gid_1,iso,wdpa_area
292,39659164919.109,36,AGO.2_1,AGO,548488502.609661
293,220584942353.391,324,BOL.3_1,BOL,45922910167.0315
294,51836161667.0474,326,BOL.5_1,BOL,2620368187.96456
295,37173637898.9131,2709,SDN.3_1,SDN,45742907.2757198
296,7081173217.69924,38,AGO.4_1,AGO,0.0
297,78222040861.2341,47,AGO.13_1,AGO,0.0
298,109420910971.218,900,ETH.10_1,ETH,34745312739.0236
299,2916287.95995053,3205,TUV.5_1,TUV,0.0
300,16575185080.0663,414,CAF.6_1,CAF,92479091.9749203
301,686001247.388833,1667,LKA.5_1,LKA,37288932.7508579
302,4145850536.30696,786,DZA.39_1,DZA,0.0
303,2481077941.03029,1666,LKA.4_1,LKA,977543726.576286
304,9380460314.14859,785,DZA.38_1,DZA,0.0
305,43379633.7072319,1073,GUM.13_1,GUM,19000385.875221
306,2468250004.86808,2829,SRB.24_1,SRB,247939749.251869
307,124691689912.682,538,COD.3_1,COD,26682692172.0741
308,417067803.63122,1934,MNE.13_1,MNE,1315402.07582338
309,15205241243.7509,1714,LVA.4_1,LVA,4634017345.06434
310,4342750884.20381,3133,TUR.14_1,TUR,0.0
311,16988664289.0118,2730,SEN.6_1,SEN,3149210840.08099
312,5043216.54267876,2906,SYC.9_1,SYC,0.0
313,2734643.44773131,2196,NRU.7_1,NRU,0.0
314,1331648929.32351,1935,MNE.14_1,MNE,105594089.696913
315,9065785194.18284,795,DZA.48_1,DZA,1815502.20979202
316,3917098990.86,797,ECU.2_1,ECU,136003103.289666
317,125249734.293885,702,DMA.2_1,DMA,14933332.7607678
318,35351936518.1431,1083,GUY.4_1,GUY,102668169.501951
319,10603404606.0147,1408,JPN.9_1,JPN,2649141010.31828
320,4026666755.60172,2807,SRB.2_1,SRB,198202807.918658
321,1906484206.61827,182,BDI.7_1,BDI,0.0
322,4094219175.4844,90,ARE.3_1,ARE,1261929432.31143
323,156995123.607667,2008,MUS.9_1,MUS,8362069.15423678
324,20829468229.4974,227,BGD.4_1,BGD,4269493563.51697
325,4300946.0052336,963,GGY.4_1,GGY,0.0
326,31042926878.5582,226,BGD.3_1,BGD,196950077.125678
327,31111586394.1335,225,BGD.2_1,BGD,1397469751.09468
328,1589458378.91042,91,ARE.4_1,ARE,208177903.436356
329,2434322870.50412,92,ARE.5_1,ARE,3581279.21043521
330,20672011567.1597,3314,UKR.10_1,UKR,2743908023.9843
331,2522914155.08314,93,ARE.6_1,ARE,108678271.3302
332,928978377.333474,3494,VNM.31_1,VNM,0.0
333,50393895.7290662,1940,MNE.19_1,MNE,1054460.05475699
334,4042726939.26851,1085,GUY.6_1,GUY,0.0
335,8206507563.91047,796,ECU.1_1,ECU,378001359.442149
336,197437867.322857,1852,MKD.45_1,MKD,0.0
337,2643734701.19275,245,BGR.15_1,BGR,591812722.845837
338,3152737222.32223,238,BGR.8_1,BGR,1193029553.18793
339,10021310268.3973,1728,MAR.11_1,MAR,1262411537.27498
340,2057334299644.63,433,CAN.8_1,CAN,
341,2064221987.4458,3294,UGA.48_1,UGA,58074797.6830861
342,17954198.8628433,146,AUS.1_1,AUS,17954198.9890216
343,7771606456.75586,232,BGR.2_1,BGR,3546809585.56275
344,67812546.6116901,149,AUS.4_1,AUS,57147290.2110813
345,1522113.51133345,964,GGY.5_1,GGY,1522113.51133345
346,2357841187.9877,147,AUS.2_1,AUS,1309596873.13173
347,1526507810.87566,3298,UGA.52_1,UGA,434208197.874028
348,7078565.34886878,148,AUS.3_1,AUS,7211860.71641316
349,801427749826.174,150,AUS.5_1,AUS,
350,15999235693.1698,30,AFG.30_1,AFG,0.0
351,17913677900.1553,6,AFG.6_1,AFG,0.0
352,1690966676.30311,1041,GTM.5_1,GTM,219626378.80136
353,300266.785670009,965,GGY.6_1,GGY,300266.785670009
354,1224894027.27271,847,ERI.1_1,ERI,0.0
355,19673733385.7192,2108,NGA.12_1,NGA,5870528565.2656
356,4310487.75238017,3339,UMI.8_1,UMI,4310487.75238017
357,8817693430.74244,3352,URY.12_1,URY,166365109.986433
358,103079587.760315,54,ALA.2_1,ALA,2802246.73383547
359,234078467.42298,89,ARE.2_1,ARE,1283335.57364498
360,71063879.3409994,141,ATG.4_1,ATG,480477.029168646
361,56422745723.028,553,COD.18_1,COD,2539380311.47739
362,1631877288.56432,3260,UGA.14_1,UGA,23145212.2286229
363,5387734770.40731,172,AZE.7_1,AZE,2075933293.66692
364,75842010635.9829,1955,MNG.13_1,MNG,23837738760.2282
365,91594760491.1396,540,COD.5_1,COD,21480709425.6574
366,15795402032.3979,516,CIV.5_1,CIV,3126343108.06304
367,1317822335.51318,724,DOM.9_1,DOM,259039819.692695
368,1481468661.43829,757,DZA.10_1,DZA,0.0
369,94079998664.0824,861,ESP.5_1,ESP,
370,65231857877.3472,541,COD.6_1,COD,12061208063.7666
371,424205067.431047,2212,NZL.9_1,NZL,68648474.2170294
372,12760197774.5577,2209,NZL.6_1,NZL,2213137567.63757
373,79382591206.7683,860,ESP.4_1,ESP,
374,3375976.51957846,2200,NRU.11_1,NRU,0.0
375,21949372897.2807,2210,NZL.7_1,NZL,3584609491.79037
376,57322481640.9742,543,COD.7_1,COD,4295774645.85025
377,98815481721.598,354,BRA.24_1,BRA,6209715784.48157
378,80374171.2533685,626,CPV.18_1,CPV,4809885.12730182
379,81351047.4808285,612,CPV.4_1,CPV,20901479.5296253
380,42039211.3219863,655,CYM.2_1,CYM,1968255.40659064
381,11703689259.2127,1911,MMR.5_1,MMR,17033194.998885
382,8001888946.96933,3130,TUR.11_1,TUR,0.0
383,25782445284.779,2800,SOM.15_1,SOM,0.0
384,8183903757.0029,3307,UKR.3_1,UKR,551877872.59513
385,26265109247.8099,3308,UKR.4_1,UKR,866359941.314158
386,313630349905.076,899,ETH.9_1,ETH,43112862232.4014
387,11782591.6964164,81,AND.1_1,AND,5646755.5368885
388,32343498519.2843,3306,UKR.2_1,UKR,1163901447.37218
389,324408014421.421,898,ETH.8_1,ETH,97193582303.825
390,278751785090.481,357,BRA.27_1,BRA,57869865886.8129
391,31317848076.5614,3312,UKR.8_1,UKR,144281947.094746
392,11905083726.0695,3254,UGA.8_1,UGA,2008848164.51425
393,2349370380.32245,3469,VNM.6_1,VNM,36051041.0665617
394,6497104914.74665,3018,THA.47_1,THA,1391803804.0008
395,557204534.463596,3019,THA.48_1,THA,45474860.4250393
396,25477789701.4092,3313,UKR.9_1,UKR,1197357077.69642
397,19676300805.7887,3390,USA.31_1,USA,4126842731.29198
398,8620661169.23857,2283,PHL.3_1,PHL,614195874.588454
399,24898631423.0259,3405,USA.46_1,USA,1028254723.5653
400,57587232296.9884,3606,ZWE.6_1,ZWE,21290101287.028
401,32199160143.8124,3605,ZWE.5_1,ZWE,2120228441.25639
402,22821156882.7652,2891,SWE.19_1,SWE,1106823876.4032
403,12574827805.0806,562,COG.1_1,COG,0.0
404,4780431189.49901,3128,TUR.9_1,TUR,1572478.51655824
405,20162151473.2949,2116,NGA.20_1,NGA,1216872829.85574
406,34659457496.4886,2133,NGA.37_1,NGA,9259776072.47054
407,17405265755.7128,1583,LAO.5_1,LAO,4287066184.532
408,50845555.7618321,3533,WLF.1_1,WLF,0.0
409,43491890502.8136,853,ESH.1_1,ESH,0.0
410,14152323744.1107,3515,VNM.52_1,VNM,722409783.354335
411,26686141098.8294,2081,NAM.9_1,NAM,17442240792.0423
412,17354704630.6752,1323,IRQ.15_1,IRQ,2536319198.77008
413,12866985271.7077,1522,KHM.6_1,KHM,1662316922.90831
414,247042853.338106,2011,MUS.12_1,MUS,32233162.2245347
415,6126902.53770433,1656,LIE.5_1,LIE,2420919.2057477
416,1621510092.63171,1668,LKA.6_1,LKA,239412489.451861
417,1035849272.08396,719,DOM.4_1,DOM,70160743.2434269
418,33344264151.26,1640,LBY.21_1,LBY,0.0
419,3641229.07973376,1659,LIE.8_1,LIE,752266.436339466
420,31974899.6176653,3545,WSM.10_1,WSM,0.0
421,3037933291.617,2165,NLD.14_1,NLD,246256659.684269
422,1799219597.38007,2163,NLD.12_1,NLD,162682910.020012
423,4440861347.1021,1273,IRL.22_1,IRL,363845690.195543
424,5189891067.83727,3476,VNM.13_1,VNM,1691230565.38057
425,71308186553.3061,2123,NGA.27_1,NGA,8909173028.84962
426,230710542.953504,284,BHS.21_1,BHS,5996846.8700793
427,26437134478.1567,2122,NGA.26_1,NGA,1413148775.23077
428,29064702438.1094,2119,NGA.23_1,NGA,4259331956.26733
429,91070157.0807761,2044,MYS.5_1,MYS,648910.565367925
430,34679015510.8794,211,BFA.1_1,BFA,1997598598.18743
431,4518767339.2302,1963,MNG.21_1,MNG,717083769.627738
432,2381393026.51131,2826,SRB.21_1,SRB,3456824.50735924
433,660219443414.162,426,CAN.1_1,CAN,95869550588.6623
434,796770865.526259,747,DOM.32_1,DOM,160057246.660659
435,7363798565.39511,137,ATF.4_1,ATF,6089806115.79657
436,11916086244.8231,160,AUT.4_1,AUT,1039025301.69477
437,1417176763.05728,183,BDI.8_1,BDI,59025604.3744943
438,16790006092.4375,195,BEL.3_1,BEL,
439,10979103322.778,201,BEN.6_1,BEN,2373551312.89333
440,27872604023.9672,332,BRA.2_1,BRA,927957434.777253
441,98638753070.2171,347,BRA.17_1,BRA,7956321035.99745
442,2058834385.08221,734,DOM.19_1,DOM,1445540494.31308
443,160609583432.37,1217,IND.2_1,IND,4453570206.08205
444,3925166609.84985,3157,TUR.38_1,TUR,5536497.94731273
445,506655995.693251,442,CHE.4_1,CHE,4230728.89962226
446,37842058417.1776,1324,IRQ.16_1,IRQ,269767079.460336
447,156388813684.844,505,CHN.25_1,CHN,0.0
448,27902651915.9181,513,CIV.2_1,CIV,9894838008.61057
449,17802638826.801,1279,IRN.2_1,IRN,7271999.29437006
450,884808655.623421,1337,ISR.3_1,ISR,98888451.4837989
451,235832422.941054,959,GEO.12_1,GEO,0.0
452,2847442890.28257,1598,LBN.2_1,LBN,20959381.7594682
453,5560169.01416219,3335,UMI.4_1,UMI,5302759.64297364
454,6103510799.59564,1413,JPN.14_1,JPN,1316401974.2548
455,11758875989.4514,1536,KHM.20_1,KHM,5331745958.79235
456,5602871120.82299,1783,MEX.8_1,MEX,162200744.707182
457,3383825182.98898,3099,TUN.4_1,TUN,178985772.012005
458,254650600.305086,1931,MNE.10_1,MNE,0.0
459,10394377014.3463,2028,MWI.17_1,MWI,1187292492.38347
460,11453941556.7283,2030,MWI.19_1,MWI,1468768779.10696
461,3075072658.43488,2018,MWI.7_1,MWI,0.0
462,9718172459.05085,2393,PNG.16_1,PNG,197380213.249677
463,8391135369.12838,2342,PHL.62_1,PHL,819396057.095838
464,5463100898.61658,2346,PHL.66_1,PHL,2191824494.87633
465,993719995.395398,2550,PYF.3_1,PYF,0.0
466,1569817402.61276,2555,QAT.3_1,QAT,326262826.702281
467,26055894378.5974,1325,IRQ.17_1,IRQ,2507324748.57894
468,51837606974.7649,500,CHN.20_1,CHN,0.0
469,715645227756.62,501,CHN.21_1,CHN,45891837650.5514
470,109123177.345073,3547,XAD.1_1,XAD,79519047.9451777
471,6882797399.97379,2892,SWE.20_1,SWE,546068223.722728
472,22171884322.2953,2981,THA.10_1,THA,9236185523.12987
473,29768686572.7278,416,CAF.8_1,CAF,0.0
474,925342886.96894,3556,XNC.1_1,XNC,5417718.58188015
475,934486684.417153,3092,TTO.12_1,TTO,371250015.916277
476,3738795702.21405,257,BGR.27_1,BGR,700894899.237737
477,2155056463.90561,884,EST.10_1,EST,199425523.742417
478,3246527315.23786,887,EST.13_1,EST,868279918.938915
479,744335063.865332,94,ARE.7_1,ARE,0.0
480,164777381618.203,100,ARG.6_1,ARG,16225116210.434
481,142890651820.509,105,ARG.11_1,ARG,2020508587.40773
482,30032474715.8588,108,ARG.14_1,ARG,4496177045.33344
483,20114120891.1328,790,DZA.43_1,DZA,0.0
484,3163204659.63082,72,ALB.4_1,ALB,334932704.156868
485,6217323823.55132,951,GEO.4_1,GEO,364027037.882328
486,60379030479.8289,417,CAF.9_1,CAF,15140619226.4571
487,11514611105.151,952,GEO.5_1,GEO,1903359956.09288
488,6304849325.95264,953,GEO.6_1,GEO,116278661.18307
489,7192599.94161043,970,GGY.11_1,GGY,0.0
490,101751880535.466,495,CHN.15_1,CHN,2791604297.17673
491,5990942.95143521,320,BMU.10_1,BMU,241884.988165008
492,21909739350.7489,216,BFA.5_1,BFA,1754251114.53146
493,25720066105.9405,219,BFA.9_1,BFA,1603629828.1953
494,1522521996.91974,450,CHE.12_1,CHE,67112631.4252761
495,690408340.094673,447,CHE.9_1,CHE,251659396.594014
496,8796754662.51532,948,GEO.1_1,GEO,625063053.309222
497,821131842.974959,1318,IRQ.10_1,IRQ,0.0
498,2840245679.37135,949,GEO.2_1,GEO,388678326.775113
499,1924004788.35022,950,GEO.3_1,GEO,75085074.3047239
500,20815595476.0784,947,GBR.4_1,GBR,
501,2990410.19377728,973,GGY.14_1,GGY,0.0
502,9229035023.17244,2126,NGA.30_1,NGA,875207999.650616
503,404962666055.823,485,CHN.5_1,CHN,5357951307.25245
504,190645616602.416,497,CHN.17_1,CHN,3643226619.5192
505,145611482040.497,498,CHN.18_1,CHN,826297454.882727
506,107943993849.671,574,COL.1_1,COL,23186160461.4571
507,63434204778.3894,575,COL.2_1,COL,6858291212.93393
508,15587341508.1985,1730,MAR.13_1,MAR,1460504712.31282
509,43704906687.7132,479,CHL.15_1,CHL,3286006625.65338
510,102464787147.498,537,COD.2_1,COD,29601561318.2547
511,35309101860.2242,572,COG.11_1,COG,3954323347.05373
512,273207300.83232,611,CPV.3_1,CPV,1741093.60530378
513,101197913828.183,605,COL.32_1,COL,5861280042.7857
514,59657535.8832847,704,DMA.4_1,DMA,12217198.281485
515,434304325.74734,606,COM.1_1,COM,108925316.974728
516,219799079.345136,608,COM.3_1,COM,11721165.3787946
517,53481271917.7856,604,COL.31_1,COL,6733994873.26639
518,632248736.751342,609,CPV.1_1,CPV,7269413.73880178
519,1025675567.56204,607,COM.2_1,COM,355798839.162244
520,69715050.4708109,610,CPV.2_1,CPV,0.0
521,2168907617.16813,828,EGY.9_1,EGY,0.0
522,822186643.278511,1365,JAM.4_1,JAM,13577865.452008
523,10111901.2015616,1380,JEY.5_1,JEY,1491909.18453725
524,227468305.51647,1822,MKD.15_1,MKD,0.0
525,1417186472.71169,1391,JOR.4_1,JOR,41922731.5380209
526,1193807057.51916,1396,JOR.9_1,JOR,248190361.866772
527,165776395941.503,1452,KAZ.6_1,KAZ,19433711078.8753
528,9565410595.02885,1334,ISL.8_1,ISL,398670094.826251
529,24566849533.7116,1331,ISL.5_1,ISL,4402194520.11169
530,135869011.358522,59,ALA.7_1,ALA,294358.594989237
531,60781504.011742,2363,PLW.2_1,PLW,3497361.43082692
532,7393305009.48492,2581,ROU.18_1,ROU,1080088105.61378
533,4455230025.73966,2582,ROU.19_1,ROU,606272332.775584
534,314936857773.914,3391,USA.32_1,USA,17389722326.742
535,17267693197.4991,3040,THA.69_1,THA,8928770984.09756
536,306187642.59706,2473,PRI.58_1,PRI,12522163.0457226
537,38232513158.0183,3217,TZA.1_1,TZA,27872388870.5906
538,8259877088.08168,3138,TUR.19_1,TUR,0.0
539,12343146261.6444,1330,ISL.4_1,ISL,407058684.71211
540,327552184.153254,3424,UZB.13_1,UZB,0.0
541,1494374.54626334,2203,NRU.14_1,NRU,0.0
542,6838404005.16623,1521,KHM.5_1,KHM,1631410186.57901
543,28432617113.2684,3604,ZWE.4_1,ZWE,4724884731.60036
544,101905673004.562,1956,MNG.14_1,MNG,27283335960.8249
545,27485907.4802822,1645,LCA.4_1,LCA,10459535.7711761
546,2585456424.9965,1473,KEN.13_1,KEN,339221712.433268
547,12708181285.1039,1474,KEN.14_1,KEN,424686692.466428
548,9567115967.82819,1480,KEN.20_1,KEN,3285126859.88569
549,6750124641.43487,1481,KEN.21_1,KEN,2209586963.54319
550,491019337.705446,1560,KOR.5_1,KOR,68304808.5136966
551,708384710.755796,1958,MNG.16_1,MNG,0.0
552,378594639731.935,2700,SAU.7_1,SAU,19797253376.8127
553,79707998687.2234,2721,SDN.15_1,SDN,0.0
554,2574916895.23029,1681,LKA.19_1,LKA,1575091420.58778
555,6568535753.63879,647,CUB.10_1,CUB,373647288.876249
556,11718977111.516,648,CUB.11_1,CUB,5126842877.54553
557,9144993328.34542,653,CUB.16_1,CUB,666160580.180155
558,6386134242.32366,651,CUB.14_1,CUB,1000201486.38704
559,6425059180.57908,652,CUB.15_1,CUB,1165732631.45354
560,3683837496.79069,649,CUB.12_1,CUB,221973218.547725
561,11053906926.3392,650,CUB.13_1,CUB,1950912359.49138
562,7251784304.61982,3139,TUR.20_1,TUR,185036307.910383
563,184009838.131816,1836,MKD.29_1,MKD,786.667615577514
564,23047918.5399329,3534,WLF.2_1,WLF,0.0
565,6477775.2209967,2784,SMR.8_1,SMR,0.0
566,196975563.609837,1862,MKD.55_1,MKD,56256933.8481549
567,2648167894.85304,2293,PHL.13_1,PHL,1184908207.83903
568,72910602624.8055,1962,MNG.20_1,MNG,10339909868.49
569,1448364640.91293,2865,SVN.5_1,SVN,1138563197.22578
570,1299439499.5786,2869,SVN.9_1,SVN,656231734.560752
571,21040703252.9091,686,DEU.7_1,DEU,
572,33988550566.4249,689,DEU.10_1,DEU,
573,16142810168.1517,695,DEU.16_1,DEU,
574,82272939080.9852,1951,MNG.9_1,MNG,8536360521.46517
575,541456757.196589,3095,TTO.15_1,TTO,53618438.426213
576,181071699.803789,1965,MNP.1_1,MNP,29992294.9445718
577,37880213.4873043,1993,MSR.1_1,MSR,0.0
578,7015198704.16301,1486,KEN.26_1,KEN,3020732896.79924
579,1594237209.97218,718,DOM.3_1,DOM,485493379.701801
580,10669969.9892346,1093,HKG.4_1,HKG,6258.98437644884
581,9491425426.75919,814,ECU.19_1,ECU,911030363.586626
582,29605299118.8146,813,ECU.18_1,ECU,3748122475.44565
583,111410297192.669,2949,TCD.6_1,TCD,11944535556.1674
584,3794929250.25154,816,ECU.21_1,ECU,2874960.76377303
